trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,block_name
204888020,1,1,ALTON PARK,,0,1002,shp-1-04,2,2,107
204889020,1,1,ALTON PARK,,0,2802,shp-1-03,2,2,155
204890020,1,1,ALTON PARK,,0,3002,shp-1-03,2,2,156
204891020,1,1,ALTON PARK,,0,2802,shp-1-03,2,2,155
204892020,1,1,ALTON PARK,,0,3002,shp-1-03,2,2,156
204893020,1,1,ALTON PARK,,0,2802,shp-1-03,2,2,155
204894020,1,1,ALTON PARK,,0,5702,shp-1-03,2,2,452
204895020,1,1,ALTON PARK,,0,3002,shp-1-03,2,2,156
204897020,1,1,ALTON PARK,,0,2602,shp-1-03,2,2,153
204898020,1,1,ALTON PARK,,0,2802,shp-1-04,2,2,155
204899020,1,1,ALTON PARK,,0,5702,shp-1-03,2,2,452
204900020,1,1,ALTON PARK,,0,2702,shp-1-03,2,2,154
204901020,1,1,ALTON PARK,,0,1102,shp-1-03,2,2,108
204902020,1,1,ALTON PARK,,0,2602,shp-1-03,2,2,153
204903020,1,1,ALTON PARK,,0,302,shp-1-03,2,2,1016
204904020,1,1,ALTON PARK,,0,2502,shp-1-03,2,2,152
204905020,1,1,ALTON PARK,,0,1102,shp-1-03,2,2,108
204907020,1,1,ALTON PARK,,0,102,shp-1-03,2,2,101
204908020,1,1,ALTON PARK,,0,2502,shp-1-04,2,2,152
204909020,1,1,ALTON PARK,,0,802,shp-1-03,2,2,105
204910020,1,1,ALTON PARK,,0,902,shp-1-03,2,2,106
204911020,1,1,ALTON PARK,,0,102,shp-1-03,2,2,101
204912020,1,1,ALTON PARK,,0,602,shp-1-03,2,2,103
204913020,1,1,ALTON PARK,,0,802,shp-1-03,2,2,105
204914020,1,1,ALTON PARK,,0,902,shp-1-04,2,2,106
204915020,1,1,ALTON PARK,,0,102,shp-1-03,2,2,101
204916020,1,1,ALTON PARK,,0,602,shp-1-03,2,2,103
204917020,1,1,ALTON PARK,,0,702,shp-1-03,2,2,104
204918020,1,1,ALTON PARK,,0,802,shp-1-03,2,2,105
204919020,1,1,ALTON PARK,,0,502,shp-1-03,2,2,102
204920020,1,1,ALTON PARK,,0,102,shp-1-03,2,2,101
204921020,1,1,ALTON PARK,,0,1002,shp-1-03,2,2,107
204922020,1,1,ALTON PARK,,0,502,shp-1-04,2,2,102
204923020,1,1,ALTON PARK,,0,3002,shp-1-03,2,2,156
204924020,1,1,DOWNTOWN,,1,2802,shp-1-66,2,2,155
204925020,1,1,DOWNTOWN,,1,3002,shp-1-66,2,2,156
204926020,1,1,DOWNTOWN,,1,2802,shp-1-66,2,2,155
204927020,1,1,DOWNTOWN,,1,3002,shp-1-66,2,2,156
204928020,1,1,DOWNTOWN,,1,2802,shp-1-66,2,2,155
204929020,1,1,DOWNTOWN,,1,5702,shp-1-66,2,2,452
204930020,1,1,DOWNTOWN,,1,3002,shp-1-66,2,2,156
204932020,1,1,DOWNTOWN,,1,2602,shp-1-66,2,2,153
204933020,1,1,DOWNTOWN,,1,2802,shp-1-66,2,2,155
204934020,1,1,DOWNTOWN,,1,5702,shp-1-66,2,2,452
204935020,1,1,DOWNTOWN,,1,2702,shp-1-66,2,2,154
204936020,1,1,DOWNTOWN,,1,1102,shp-1-66,2,2,108
204937020,1,1,DOWNTOWN,,1,2602,shp-1-66,2,2,153
204938020,1,1,DOWNTOWN,,1,302,shp-1-66,2,2,1016
204939020,1,1,DOWNTOWN,,1,2502,shp-1-65,2,2,152
204940020,1,1,DOWNTOWN,,1,1102,shp-1-66,2,2,108
204941020,1,1,DOWNTOWN,,1,2602,shp-1-66,2,2,153
204942020,1,1,DOWNTOWN,,1,602,shp-1-66,2,2,103
204944020,1,1,DOWNTOWN,,1,802,shp-1-66,2,2,105
204946020,1,1,DOWNTOWN,,1,102,shp-1-66,2,2,101
204947020,1,1,DOWNTOWN,,1,602,shp-1-66,2,2,103
204948020,1,1,DOWNTOWN,,1,702,shp-1-66,2,2,104
204949020,1,1,DOWNTOWN,,1,802,shp-1-66,2,2,105
204950020,1,1,DOWNTOWN,,1,502,shp-1-66,2,2,102
204951020,1,1,DOWNTOWN,,1,102,shp-1-66,2,2,101
204952020,1,1,DOWNTOWN,,1,102,shp-1-66,2,2,101
204953020,1,1,DOWNTOWN,,1,2502,shp-1-66,2,2,152
204954020,1,1,DOWNTOWN,,1,1002,shp-1-65,2,2,107
204955020,1,1,DOWNTOWN,,1,802,shp-1-65,2,2,105
204956020,1,1,DOWNTOWN,,1,902,shp-1-66,2,2,106
204957020,1,1,DOWNTOWN,,1,102,shp-1-66,2,2,101
204959020,1,1,DOWNTOWN,,1,3002,shp-1-65,2,2,156
205050020,10A,1,AVONDALE,,0,5702,shp-10A-01,2,2,452
205051020,10A,1,AVONDALE,,0,2602,shp-10A-01,2,2,153
205052020,10A,1,AVONDALE,,0,2702,shp-10A-04,2,2,154
205053020,10A,1,AVONDALE,,0,302,shp-10A-04,2,2,1016
205054020,10A,1,AVONDALE,,0,2702,shp-10A-01,2,2,154
205055020,10A,1,AVONDALE,,0,5602,shp-10A-04,2,2,451
205056020,10A,1,AVONDALE,,0,902,shp-10A-01,2,2,106
205057020,10A,1,AVONDALE,,0,602,shp-10A-01,2,2,103
205058020,10A,1,AVONDALE,,0,802,shp-10A-01,2,2,105
205059020,10A,1,AVONDALE,,0,102,shp-10A-01,2,2,101
205060020,10A,1,AVONDALE,,0,702,shp-10A-01,2,2,104
205061020,10A,1,AVONDALE,,0,502,shp-10A-01,2,2,102
205062020,10A,1,AVONDALE,,0,602,shp-10A-04,2,2,103
205063020,10A,1,AVONDALE,,0,3002,shp-10A-01,2,2,156
205064020,10A,1,AVONDALE,,0,3002,shp-10A-01,2,2,156
205065020,10A,1,AVONDALE,,0,5702,shp-10A-01,2,2,452
205068020,10A,1,DOWNTOWN,,1,602,shp-10A-52,2,2,103
205069020,10A,1,DOWNTOWN,,1,2502,shp-10A-52,2,2,152
205070020,10A,1,Avondale,,1,302,shp-10A-06,2,2,1016
205071020,10A,1,DOWNTOWN,,1,1102,shp-10A-52,2,2,108
205072020,10A,1,DOWNTOWN,,1,2602,shp-10A-52,2,2,153
205073020,10A,1,DOWNTOWN,,1,1102,shp-10A-52,2,2,108
205074020,10A,1,DOWNTOWN,,1,102,shp-10A-52,2,2,101
205075020,10A,1,DOWNTOWN,,1,1002,shp-10A-52,2,2,107
205076020,10A,1,DOWNTOWN,,1,902,shp-10A-52,2,2,106
205077020,10A,1,DOWNTOWN,,1,802,shp-10A-52,2,2,105
205078020,10A,1,DOWNTOWN,,1,102,shp-10A-52,2,2,101
205079020,10A,1,DOWNTOWN,,1,2802,shp-10A-52,2,2,155
205080020,10A,1,DOWNTOWN,,1,2802,shp-10A-52,2,2,155
205081020,10A,1,DOWNTOWN,,1,3002,shp-10A-52,2,2,156
205082020,10A,1,DOWNTOWN,,1,2802,shp-10A-52,2,2,155
205083020,10A,1,DOWNTOWN,,1,3002,shp-10A-52,2,2,156
205084020,10A,1,DOWNTOWN,,1,802,shp-10A-51,2,2,105
205085020,10A,1,DOWNTOWN,,1,702,shp-10A-51,2,2,104
205086020,10A,1,DOWNTOWN,,1,5102,shp-10A-51,2,2,404
205087020,10A,1,Avondale,,1,2802,shp-10A-06,2,2,155
205136020,10C,1,CAMPBELL-UTC HIGHWAY 58,,0,2402,shp-10C-52,2,2,1519
205137020,10C,1,DOWNTOWN CAMPBELL-UTC HIGHWAY 58,,0,2402,shp-10C-51,2,2,1519
205138020,10C,1,DOWNTOWN CAMPBELL-UTC HIGHWAY 58,,0,3102,shp-10C-51,2,2,159
205139020,10C,1,CAMPBELL-UTC HIGHWAY 58,,0,7402,shp-10C-52,2,2,905
205140020,10C,1,CAMPBELL-UTC HIGHWAY 58,,0,402,shp-10C-52,2,2,1018
205141020,10C,1,CAMPBELL-UTC HIGHWAY 58,,0,3702,shp-10C-52,2,2,302
205142020,10C,1,DOWNTOWN CAMPBELL-UTC HIGHWAY 58,,0,2302,shp-10C-51,2,2,1515
205143020,10C,1,DOWNTOWN CAMPBELL-UTC HIGHWAY 58,,0,202,shp-10C-51,2,2,1015
205144020,10C,1,DOWNTOWN CAMPBELL-UTC HIGHWAY 58,,0,402,shp-10C-51,2,2,1018
205145020,10C,1,DOWNTOWN CAMPBELL-UTC,,0,5202,shp-10C-53,2,2,405
205146020,10C,1,DOWNTOWN,,1,5202,shp-10C-09,2,2,405
205147020,10C,1,DOWNTOWN,,1,402,shp-10C-09,2,2,1018
205148020,10C,1,DOWNTOWN TO GARAGE,,1,202,shp-10C-08,2,2,1015
205149020,10C,1,DOWNTOWN TO GARAGE,,1,402,shp-10C-08,2,2,1018
205150020,10C,1,DOWNTOWN,,1,3702,shp-10C-09,2,2,302
205151020,10C,1,DOWNTOWN TO GARAGE,,1,2302,shp-10C-08,2,2,1515
205152020,10C,1,DOWNTOWN TO GARAGE,,1,7402,shp-10C-08,2,2,905
205153020,10C,1,DOWNTOWN TO GARAGE,,1,3102,shp-10C-08,2,2,159
205154020,10C,1,DOWNTOWN,,1,2402,shp-10C-09,2,2,1519
205155020,10C,1,DOWNTOWN TO GARAGE,,1,2402,shp-10C-08,2,2,1519
205156020,10G,1,GLENWOOD,,0,2802,shp-10G-04,2,2,155
205157020,10G,1,GLENWOOD,,0,2802,shp-10G-04,2,2,155
205158020,10G,1,GLENWOOD,,0,3002,shp-10G-04,2,2,156
205159020,10G,1,GLENWOOD,,0,2802,shp-10G-04,2,2,155
205160020,10G,1,GLENWOOD,,0,3002,shp-10G-03,2,2,156
205161020,10G,1,GLENWOOD,,0,1102,shp-10G-04,2,2,108
205162020,10G,1,GLENWOOD,,0,302,shp-10G-04,2,2,1016
205163020,10G,1,GLENWOOD,,0,1102,shp-10G-04,2,2,108
205164020,10G,1,GLENWOOD,,0,2602,shp-10G-04,2,2,153
205165020,10G,1,GLENWOOD,,0,2502,shp-10G-04,2,2,152
205166020,10G,1,GLENWOOD,,0,1102,shp-10G-03,2,2,108
205167020,10G,1,GLENWOOD,,0,102,shp-10G-04,2,2,101
205168020,10G,1,GLENWOOD,,0,1002,shp-10G-04,2,2,107
205169020,10G,1,GLENWOOD,,0,902,shp-10G-04,2,2,106
205170020,10G,1,GLENWOOD,,0,602,shp-10G-04,2,2,103
205171020,10G,1,GLENWOOD,,0,802,shp-10G-04,2,2,105
205172020,10G,1,GLENWOOD,,0,102,shp-10G-04,2,2,101
205173020,10G,1,GLENWOOD,,0,2802,shp-10G-04,2,2,155
205174020,10G,1,DOWNTOWN,,1,3002,shp-10G-54,2,2,156
205175020,10G,1,DOWNTOWN,,1,3002,shp-10G-54,2,2,156
205176020,10G,1,10 DOWNTOWN/TO GARAGE,,1,5702,shp-10G-06,2,2,452
205178020,10G,1,DOWNTOWN,,1,5702,shp-10G-54,2,2,452
205179020,10G,1,10 DOWNTOWN/TO GARAGE,,1,2702,shp-10G-06,2,2,154
205180020,10G,1,DOWNTOWN,,1,2602,shp-10G-54,2,2,153
205181020,10G,1,DOWNTOWN,,1,2702,shp-10G-54,2,2,154
205182020,10G,1,DOWNTOWN,,1,302,shp-10G-54,2,2,1016
205183020,10G,1,DOWNTOWN,,1,5602,shp-10G-54,2,2,451
205184020,10G,1,10 DOWNTOWN/TO GARAGE,,1,902,shp-10G-06,2,2,106
205185020,10G,1,10 DOWNTOWN/TO GARAGE,,1,602,shp-10G-06,2,2,103
205186020,10G,1,DOWNTOWN,,1,802,shp-10G-54,2,2,105
205187020,10G,1,DOWNTOWN,,1,102,shp-10G-54,2,2,101
205188020,10G,1,10 DOWNTOWN/TO GARAGE,,1,702,shp-10G-06,2,2,104
205189020,10G,1,10 DOWNTOWN/TO GARAGE,,1,502,shp-10G-06,2,2,102
205190020,10G,1,DOWNTOWN,,1,602,shp-10G-54,2,2,103
205191020,10G,1,DOWNTOWN,,1,5902,shp-10G-54,2,2,454
205192020,10G,1,DOWNTOWN,,1,102,shp-10G-54,2,2,101
205193020,10G,1,DOWNTOWN,,1,3702,shp-10G-54,2,2,302
205241020,13,1,ROSSVILLE,,0,1302,shp-13-03,2,2,1351
205242020,13,1,ROSSVILLE,,0,1302,shp-13-03,2,2,1351
205243020,13,1,ROSSVILLE,,0,1302,shp-13-03,2,2,1351
205244020,13,1,ROSSVILLE,,0,1302,shp-13-03,2,2,1351
205245020,13,1,ROSSVILLE,,0,1302,shp-13-03,2,2,1351
205246020,13,1,ROSSVILLE,,0,1302,shp-13-03,2,2,1351
205247020,13,1,ROSSVILLE,,0,1302,shp-13-03,2,2,1351
205248020,13,1,ROSSVILLE,,0,1302,shp-13-02,2,2,1351
205249020,13,1,ROSSVILLE,,0,1202,shp-13-03,2,2,1301
205250020,13,1,ROSSVILLE,,0,1202,shp-13-03,2,2,1301
205251020,13,1,ROSSVILLE,,0,1202,shp-13-03,2,2,1301
205252020,13,1,ROSSVILLE,,0,1202,shp-13-03,2,2,1301
205253020,13,1,ROSSVILLE,,0,1202,shp-13-02,2,2,1301
205254020,13,1,DOWNTOWN,,1,1302,shp-13-52,2,2,1351
205255020,13,1,DOWNTOWN,,1,1302,shp-13-53,2,2,1351
205256020,13,1,DOWNTOWN,,1,1302,shp-13-53,2,2,1351
205257020,13,1,DOWNTOWN,,1,1302,shp-13-53,2,2,1351
205258020,13,1,DOWNTOWN,,1,1302,shp-13-53,2,2,1351
205259020,13,1,DOWNTOWN,,1,1302,shp-13-53,2,2,1351
205260020,13,1,DOWNTOWN,,1,1302,shp-13-53,2,2,1351
205261020,13,1,DOWNTOWN,,1,1302,shp-13-53,2,2,1351
205262020,13,1,DOWNTOWN,,1,1202,shp-13-52,2,2,1301
205263020,13,1,DOWNTOWN,,1,1202,shp-13-53,2,2,1301
205264020,13,1,DOWNTOWN,,1,1202,shp-13-53,2,2,1301
205265020,13,1,DOWNTOWN,,1,1202,shp-13-53,2,2,1301
205266020,13,1,DOWNTOWN,,1,1202,shp-13-53,2,2,1301
205287020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205288020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205289020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205290020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205291020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205292020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205293020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205294020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205295020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205296020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205297020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205298020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205299020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205300020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205301020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205302020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205303020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205304020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205305020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205306020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205307020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205308020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205309020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205310020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205311020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205312020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205313020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205314020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205315020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205316020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205317020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205318020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205319020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205320020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205321020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205322020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205323020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205324020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205325020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205326020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205327020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205328020,14,1,MCCALLIE + HOUSTON,,0,1602,shp-14-01,2,2,1403
205329020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205330020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205331020,14,1,MCCALLIE + HOUSTON,,0,1502,shp-14-01,2,2,1402
205332020,14,1,MCCALLIE + HOUSTON,,0,1402,shp-14-01,2,2,1401
205333020,14,1,MCCALLIE + HOUSTON,,0,1402,shp-14-01,2,2,1401
205334020,14,1,MCCALLIE + HOUSTON,,0,1402,shp-14-01,2,2,1401
205335020,14,1,MCCALLIE + HOUSTON,,0,1402,shp-14-01,2,2,1401
205336020,14,1,MCCALLIE + HOUSTON,,0,1402,shp-14-01,2,2,1401
205337020,14,1,MCCALLIE + HOUSTON,,0,1402,shp-14-01,2,2,1401
